progress,finished,attention_1,attention_2,attention_3,attention_1_fail,attention_2_fail,attention_3_fail,q1_g20,q2_g20,q3_g20,q4_g20,q5_g20,q6_g20,q7_g20,q8_g20,q9_g20,q10_g20,q11_g20,q12_g20,q13_g20,q14_g20,q15_g20,q16_g20,q17_g20,q18_g20,q19_g20,q20_g20,q16_g5,q17_g5,q18_g5,q19_g5,q20_g5,method_description,time_q1,time_q2,time_q3,time_q4,time_q5,time_q6,time_q7,time_q8,time_q9,time_q10,time_q11,time_q12,time_q13,time_q14,time_q15,time_q16,time_q17,time_q18,time_q19,time_q20,history_q1,history_q2,history_q3,history_q4,history_q5,history_q6,history_q7,history_q8,history_q9,history_q10,history_q11,history_q12,history_q13,history_q14,history_q15,history_q16,history_q17,history_q18,history_q19,history_q20,button_2_to_1,button_3_to_2,button_4_to_3,history_a1,history_a2,history_a3,history_a1_fail,history_a2_fail,history_a3_fail,setting
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,4,"I looked at the range of all the scores provided. Instead of judging the scores from a range of 0-300, I tried to judge them based off the range of the scores that were shown to me.",,,,,,,,,,,,,,,,"1656653028602","1656653029444","1656653035865","1656653037185","1656653038056",,,,,,,,,,,,,,,,"2","3","4","3","4",,,,"2","1","2",,,,20
100,1,2,1,2,,,,4,5,3,3,4,1,1,2,1,5,3,3,3,3,2,2,4,2,2,2,,,,,,it was based on how low I saw the numbers go and the lowest numbers went into the lowest percentage.,"1656653098149","1656653101132","1656653103858","1656653108505","1656653110819","1656653115847, 1656653118607","1656653117309, 1656653119638","1656653123507","1656653124556","1656653127536","1656653132097","1656653133060","1656653136029","1656653136854","1656653139110","1656653143510","1656653145573","1656653149623","1656653150568","1656653152696","4","5","3","3","4","2, 1","2, 1","2","1","5","3","3","3","3","2","2","4","2","2","2",,,,"2","1","2",,,,38
100,1,2,1,2,,,,2,3,5,1,4,4,3,3,4,3,4,3,5,3,2,3,4,5,4,5,,,,,,"Score's in the lower 200's seemed to be the worst scores so I assigned those to the worst category.  Scores in the 220's to 230's seemed to fall in the middle of the scale, and scores in the high 240's and above seemed to be the best, so I assigned them to the highest category.  ","1656652782933, 1656652931999","1656652790141, 1656652936990","1656652793979","1656652804531, 1656652943342, 1656652946206","1656652812467","1656652845553","1656652850728","1656652855160","1656652863247","1656652870263","1656652897472","1656652899247","1656652902350","1656652909343","1656652912861","1656652992837","1656652997686","1656653001621","1656653005645","1656653009853","4, 2","4, 3","5","3, 2, 1","4","4","3","3","4","3","4","3","5","3","2","3","4","5","4","5",2,1,,"2","1","2",,,,6
100,1,2,1,2,,,,4,3,5,3,4,3,5,4,4,3,3,3,4,3,4,4,3,3,2,3,,,,,,"I tried thinking about what the scores would be if the percentiles spanned the whole 0-300 at first, to get a sense of where those numbers would be (so 80% would have been 240). But then I looked at the displayed scores to get a sense of the range of numbers, which seemed to concentrate around 240. The highest number was around 270, so I figured that would be the top percentiles, and the lowest number was around 203. So the range seemed to be from 200 or so to 270. The average scores would be in the middle of that, so around 235.","1656652911168, 1656652926253, 1656652986044","1656652915962, 1656652928052, 1656652966052","1656652930331","1656652932473, 1656652934513","1656652935805","1656652994077","1656652996254","1656653004357","1656653006759","1656653008514","1656653022649","1656653024600","1656653025926","1656653027411","1656653036246","1656653044794","1656653046168","1656653047337","1656653049164","1656653059700","4, 5, 4","3, 4, 3","5","4, 3","4","3","5","4","4","3","3","3","4","3","4","4","3","3","2","3",,,,"2","2, 1","2",,,,47
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,"50 points equal ~16.5%, there fore between 201-250=67% and up",,,,,,,,,,,,,,,,"1656653201539","1656653204146","1656653209228","1656653210904, 1656653212519","1656653215327",,,,,,,,,,,,,,,,"4","4","4","3, 4","4",,,,"2","1","2",,,,43
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2",,,,
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,"My initial assumption is that since all of the given numbers are in the 200 range that a score of 1-100 is 0-20%,101-150 is 20-40%, 151-200 is 40-60%, 201-250 is 60-80% and 251-300 is 80-100%. ",,,,,,,,,,,,,,,,"1656653140565","1656653165083","1656653171183","1656653177902","1656653180237",,,,,,,,,,,,,,,,"3","3","4","3","3",,,,"2","2","2","2","1","2",21
98,0,2,1,2,,,,4,3,4,4,5,3,3,3,3,4,4,4,2,4,5,3,3,3,2,2,,,,,,"I tried to remember the whole range of the numbers I saw, and then work out the distribution from there. I didn't assign anything to the lowest group because there were so many potential values below 200 that I did not see. However, for the larger numbers it got close to 280/300 (a 93%, or -A) which I thought would be a pretty high score, so I assigned those to the highest group.","1656649741104","1656649743275","1656649747998","1656649750119","1656649751955, 1656649757062","1656649763511, 1656649768715","1656649767739","1656649771932","1656649773634","1656649775729","1656649911282","1656649913741","1656649916287","1656649918391","1656649920835","1656649926133","1656649927816","1656649928707","1656649931257","1656649933054","4","3","4","4","4, 5","4, 3","3","3","3","4","4","4","2","4","5","3","3","3","2","2",,,,"2","1","1, 2",,,,25
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,3,3,"I estimated these percentiles purely based on how common the results were and whether or not they fell into a small range. There were two results of 221, so I placed them at the lowest of all 5 results at 40~60%, as I expected to see more results afterward that would be lower than 221. Two results were within the range of 230-239, so I placed them in the 2nd best range (60~80%), and the single result that was above the rest, 242, is closest to 300, so I assumed that it was going to fit within the best answer, 80~100%.",,,,,,,,,,,,,,,,"1656653472076","1656653469815","1656653474328","1656653478706","1656653479693",,,,,,,,,,,,,,,,"4","5","4","3","3",,,,"2","1","2",,,,25
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","2","2",
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,2,2,2,2,1,2,2,4,3,4,5,2,3,3,1,2,5,5,1,4,1,3,2,5,4,1,,,,,,"My method in estimating the percentiles was by writing on a piece of paper each of the numbers in an increasing order. After doing this, I then separated the numbers into 5 different groups in an ascending order. By sorting these numbers into the 5 different groups, this gives me a rough idea of each group being within the 20% groupings.

For example, numbers 200, 202, 206, and 207 would be within the 0% - 20% grouping while numbers 230, 230, 235, and 235 would be within the grouping of 40% - 60%","1656653285379, 1656653292691, 1656653312455, 1656653389739, 1656653390729, 1656653392157, 1656653415644, 1656654077958","1656653306260, 1656653321358, 1656653323278","1656653307191, 1656653311556, 1656653393876","1656653305227","1656653288347","1656653340765, 1656654065123","1656653339196","1656653338192","1656653332936","1656653334277","1656653352244","1656653350852, 1656653353908, 1656653430292","1656653347635","1656653348444","1656653346332","1656653361765, 1656653362604","1656653364052","1656653365074","1656653366090","1656653367044","1, 2, 1, 2, 3, 2, 3, 2","4, 3, 4","3, 2, 3","4","5","3, 2","3","3","1","2","5","5, 4, 5","1","4","1","2, 3","2","5","4","1",6,5,6,"2","2","2","2","1","2",45
81,0,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2, 2","2, 2","2, 2","1, 1","2, 2",49
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","1",,,,
98,0,2,2,2,2,1,2,3,2,5,1,4,5,2,2,4,3,5,2,4,1,2,3,2,4,2,3,,,,,,tried to figure categories highest to lowest,"1656651282956, 1656651323229, 1656651655158","1656651330688, 1656651537575","1656651314459","1656651339515, 1656651453780","1656651356159","1656651391421","1656651425629, 1656651466155","1656651420388, 1656651472361","1656651407981","1656651479651","1656651489527","1656651572678","1656651577207, 1656651700002","1656651499062","1656651506266","1656651595185","1656651599626","1656651606054, 1656651722339","1656651611388","1656651619256","5, 4, 3","3, 2","5","2, 1","4","5","1, 2","1, 2","4","3","5","2","3, 4","1","2","3","2","3, 4","2","3",3,2,1,"2, 1, 2, 1, 2","2","2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2","2","1","2",35
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","1","2","2",
100,1,2,1,2,,,,4,3,2,3,5,4,2,5,3,3,2,4,5,2,4,2,2,3,3,2,,,,,,"I tried to mentally group the scores into the 5 ranges of percentiles and then tried to keep track of the estimated number of scores that fell into each range. I assumed the range that included the most number of scores to be the 40-60% group (average scores). From there, I assigned a range to the other groups of scores using the same thought process. I kept going back to adjust the groups I placed the scores in as I was presented with more data.  I tried to divide the groups in order to show the least amount of scores into the 0-20% and 80-100% ranges (lowest and highest scores, the extremes and least common scores). Near the end, I noticed that the lowest score was 209, so I assumed that this would either be in the 0-20% or 20-40% group. Many scores were in the 220's, so I thought of these as average scores in the 40-60% group. I assumed scores that were 275 or higher (there were only 3 scores I think in this range), to be in the 80-100% group. ","1656653823420, 1656653918169","1656653931686, 1656654467229","1656653462940, 1656653940434, 1656654473810","1656653965302","1656653455959","1656654389880, 1656654892677, 1656654903311","1656654398295, 1656654910541","1656654400711","1656654413928","1656654418297","1656654541660, 1656654923577","1656654549926, 1656654940459, 1656654944773","1656654551741","1656654557262, 1656654957243","1656654569890","1656654592377, 1656654967526","1656654597427, 1656654971442, 1656654974509","1656654603878","1656654610058, 1656654988277","1656654615909, 1656654992009","5, 4","4, 3","2, 3, 2","3","5","4, 5, 4","3, 2","5","3","3","3, 2","4, 5, 4","5","3, 2","4","3, 2","3, 1, 2","3","4, 3","3, 2",1,2,2,"2","1","2",,,,28
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2",,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","1",,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","2","1, 2, 1, 2",
100,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","2","2",
100,1,2,2,2,2,1,2,5,4,3,3,3,4,5,4,5,4,2,3,2,2,2,2,2,2,1,1,,,,,,i tried to remembers all figures and put them in groups,"1656683696536","1656683736228","1656683766109","1656683761694","1656683754964","1656683788098","1656683784483","1656683817154, 1656683818810","1656683801837, 1656683826609, 1656683830203","1656683833290, 1656683871261","1656683880836","1656683884619","1656683890593","1656683893530","1656683896489","1656683903171","1656683904868","1656683908420","1656683918683","1656683920915","5","4","3","3","3","4","5","4, 4","5, 3, 5","3, 4","2","3","2","2","2","2","2","2","1","1",,1,,"2","2","2","2","1","2",19
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,I said anything over 200 was in the 80-100 percentile range.,,,,,,,,,,,,,,,,"1656685512015","1656685515472","1656685516655","1656685518800","1656685520688",,,,,,,,,,,,,,,,"5","5","5","5","5",,,,"2","1","2",,,,80
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,I determined how close to 300 the scores were and how closely the scores were grouped together. I also looked at the differences between the scores as well.,,,,,,,,,,,,,,,,"1656685521487","1656685522384","1656685525301, 1656685526502","1656685530588","1656685532255",,,,,,,,,,,,,,,,"3","3","5, 4","4","4",,,,"2","1","2",,,,64
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,1,5,"It was entirely vibes-based, but it seems like since the scores were pretty close together, the test didn't seem to be too difficult. It seems to me that the distribution would be more concentrated between these participants than it was in the first group.",,,,,,,,,,,,,,,,"1656685512614, 1656685515812","1656685510513","1656685508530","1656685502480","1656685504046",,,,,,,,,,,,,,,,"4, 5","3","2","1","5",,,,"1, 2","1","2",,,,74
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,4,"Well, I didn't use any particular method, I just went with my gut feeling",,,,,,,,,,,,,,,,"1656685525719, 1656685533684","1656685527868","1656685536710","1656685537801","1656685538779",,,,,,,,,,,,,,,,"5, 4","5","5","4","4",,,,"2","1","2",,,,84
100,1,2,1,2,,,,4,4,5,4,5,4,4,5,4,5,4,5,3,5,4,3,4,4,4,4,,,,,,"I tried to the math in my head, it probably didn't work out as well as I imagined, I haven't done things like this since high school.","1656685460477, 1656685473756","1656685468715, 1656685471621","1656685470051","1656685491005","1656685486029, 1656685493236","1656685503517, 1656685503944","1656685504847","1656685506762","1656685508466","1656685510231","1656685514329","1656685515641","1656685516810","1656685518506, 1656685519207","1656685521102, 1656685521525","1656685525102","1656685526259","1656685527547","1656685528677","1656685529980","5, 4","5, 4","5","4","4, 5","3, 4","4","5","4","5","4","5","3","4, 5","3, 4","3","4","4","4","4",,,,"2","1","2",,,,59
100,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","2","2",
100,1,1,2,2,2,1,2,4,3,2,5,3,2,5,3,1,3,1,4,3,5,5,5,2,1,1,3,,,,,,"I looked at the bands I was given, and tried to put %s to the likelihood of each score. ","1656685533765","1656685534798","1656685535966","1656685537834, 1656685542838","1656685538671","1656685549239","1656685550136","1656685551648","1656685553154","1656685554659, 1656685555060","1656685559588","1656685561751","1656685562991","1656685564011","1656685565860","1656685569461","1656685570920","1656685573358","1656685574348","1656685575353","4","3","2","4, 5","3","2","5","3","1","2, 3","1","4","3","5","5","5","2","1","1","3",,,,"1","1, 2","2","2","1","2",78
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,"They were all really close, I estimated their distance sense from 150. ",,,,,,,,,,,,,,,,"1656685579852","1656685581147","1656685582364","1656685583414","1656685585165",,,,,,,,,,,,,,,,"4","4","4","4","4",,,,"2","1","2",,,,71
100,1,2,1,2,,,,2,2,3,4,5,1,3,3,3,4,5,4,1,5,4,2,1,3,5,1,,,,,,"I felt like that even though the range was 0-300, I realized that no scores were below 210 or over 290.  I then used the range of 80 as my boundary.  This let me assume that something near 250 was probably the average and I went off from there.  ","1656685492793","1656685496779","1656685497826","1656685488708","1656685487788","1656685506830","1656685508421","1656685509745","1656685510949","1656685512591","1656685515980","1656685517003","1656685518698","1656685519748","1656685520858","1656685526574","1656685527506","1656685529180","1656685530215","1656685531559","2","2","3","4","5","1","3","3","3","4","5","4","1","5","4","2","1","3","5","1",,,,"2","1","2",,,,56
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,3,2,"I used the other responses as a reference. The person with the highest score was likely in 80-100%. There is a gap between 230s and 288, so I guessed that those who scored in the 230s were in the 40-60%, and those who scored low 200s in the 20-40% as it is probably possible that a score well below 200 can be achieved.",,,,,,,,,,,,,,,,"1656685481107, 1656685496123","1656685482586","1656685484238","1656685485964","1656685488187",,,,,,,,,,,,,,,,"4, 2","5","3","3","2",,,,"2","1","1, 2",,,,75
100,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","2","2","2",
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,4,I compared them to each other. It seemed like the scores were all high so I had to assume it was easy to get a high score. So something like 215 wouldn't really be considered good at all.,,,,,,,,,,,,,,,,"1656685564280","1656685570820, 1656685583403","1656685572496, 1656685579960","1656685573437, 1656685581288","1656685574308",,,,,,,,,,,,,,,,"5","4, 3","4, 2","4, 2","4",,,,"2","1","2",,,,78
100,1,2,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","1","2","2","1",
100,1,2,1,2,,,,4,3,4,5,4,4,3,3,4,4,4,4,4,4,4,5,5,4,4,4,,,,,,"By the number: 0-50 in the first category, 51-100 in the second, 101-150 in the third, and so on.","1656685507770","1656685516664","1656685518630","1656685521625","1656685523866","1656685533547","1656685535219","1656685537048","1656685539172","1656685540829","1656685547436","1656685550761","1656685552860","1656685554845","1656685556837","1656685563992","1656685566344","1656685568526","1656685571689","1656685573790","4","3","4","5","4","4","3","3","4","4","4","4","4","4","4","5","5","4","4","4",,,,"2","1","2",,,,81
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,"A lot of the scores were very close together. I felt like 60-80 was a good range as they were close to 300 but not quite close enough. I also felt more people would fall in the 60-80 range as ""average"" compared to high performing scores.",,,,,,,,,,,,,,,,"1656685576087","1656685579958","1656685585943","1656685595242","1656685596936",,,,,,,,,,,,,,,,"4","4","4","4","5",,,,"2","1","2",,,,66
100,1,2,1,2,,,,4,4,4,4,5,4,4,4,5,5,5,4,4,4,3,4,3,4,3,3,,,,,,I averaged it out of 300. 200 out of 300 is 66 percent and then I adjusted the percentages from there as the number was higher in the 200s. ,"1656685529861","1656685542004","1656685546136","1656685547392","1656685550165","1656685560835","1656685563912","1656685565248","1656685568793","1656685571021","1656685575276","1656685577612","1656685580307","1656685582148","1656685584807","1656685593767","1656685596064","1656685597818","1656685601226","1656685604701","4","4","4","4","5","4","4","4","5","5","5","4","4","4","3","4","3","4","3","3",,,,"2","1","1, 2",,,,69
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,I ranked the scores on the scale in what seemed like a logical way based on the scale provided.,,,,,,,,,,,,,,,,"1656685629324","1656685633412","1656685635191","1656685636498","1656685638011",,,,,,,,,,,,,,,,"4","4","3","3","5",,,,"2","2","2","2","1","2",52
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,"I honestly was thinking about the previous exercise. If the numbers are close together in the span of 0-300, then the likelihood of them being in the same category is pretty high so that is what I went with.",,,,,,,,,,,,,,,,"1656685589483","1656685591398","1656685595893","1656685598650","1656685602023",,,,,,,,,,,,,,,,"4","4","4","4","4",,,,"2","1","2",,,,50
100,1,2,1,2,,,,3,5,3,2,2,2,3,4,4,2,4,4,3,5,3,4,2,3,2,4,,,,,,by looking at the numbers I was trying to put the lowest ones nearest the bottom % and work my way up. it was honestly a lot of guessing based on the limited information.,"1656685566624","1656685567696","1656685569665","1656685571224","1656685572416","1656685584706","1656685586226","1656685587859","1656685589467","1656685590587","1656685595139","1656685596771","1656685597324","1656685598803","1656685600499","1656685605853","1656685606812","1656685608589","1656685610212","1656685611685","3","5","3","2","2","2","3","4","4","2","4","4","3","5","3","4","2","3","2","4",,,,"2","1","2",,,,54
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,4,The higher the applicants score the higher I rated them,,,,,,,,,,,,,,,,"1656685630158","1656685632317, 1656685646326","1656685634726","1656685636639, 1656685648430","1656685649542",,,,,,,,,,,,,,,,"4","4, 5","4","4, 5","4",,,,"2","1","2",,,,87
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5,setting an arbitrary cut off point between 60-80 and 80-100,,,,,,,,,,,,,,,,"1656685635017","1656685639004","1656685640434, 1656685648826","1656685644462","1656685651843",,,,,,,,,,,,,,,,"5","4","5, 4","5","5",,,,"2","2","2","2","1","2",82
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,"Since all of the scores were within the same range, I guessed that the test was relatively straightforward in that most people would score a similar number of points. As a result, I put all of the scores in the middle interval.",,,,,,,,,,,,,,,,"1656685557159, 1656685577562, 1656685654256","1656685559123, 1656685567851, 1656685576295","1656685569269, 1656685655983","1656685572453, 1656685657071","1656685565093, 1656685572955, 1656685658085",,,,,,,,,,,,,,,,"4, 2, 3","4, 2, 3","2, 3","2, 3","4, 2, 3",,,,"2","1","2",,,,59
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,3,I placed the number in order and gave them a rating from 1 to 5 which were the 5 categories I needed to consider in percentile,,,,,,,,,,,,,,,,"1656685472076, 1656685476450, 1656685495484, 1656685558340","1656685478027, 1656685497630, 1656685516504","1656685479666","1656685488318, 1656685502094, 1656685513942","1656685504874, 1656685522553, 1656685573956",,,,,,,,,,,,,,,,"5, 4, 3, 2","4, 3, 2","5","3, 2, 1","3, 4, 3",,,,"2","1","2",,,,49
100,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","1","1","2","2",
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,3,"I looked at all the numbers and grouped a few of the close numbers together. The ones closest to 300, I marked them to be in the upper percentiles (80-100). Then I grouped the lowest number in the 20-40 percentile. Because that number was still in the 200s, I didn't go all the way down to 0-20 percentile. The middle numbers were in the 250s but less than the highest numbers, so I group them in the middle percentile.",,,,,,,,,,,,,,,,"1656685519082","1656685524311","1656685526506","1656685531874, 1656685533086","1656685534895",,,,,,,,,,,,,,,,"4","4","4","3, 2","3",,,,"2","1","2",,,,93
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,2,2,None ,,,,,,,,,,,,,,,,"1656685641037, 1656685648661","1656685662736","1656685655672","1656685674865","1656685676308",,,,,,,,,,,,,,,,"1, 5","3","4","2","2",,,,"2","1","2",,,,65
100,1,2,1,2,,,,5,3,1,3,1,3,2,3,1,1,1,2,3,1,3,1,3,3,1,2,,,,,,"Since all scores were above 200, I put anything around the 200-225 area in the 0-20 category. Anything from 226-235 around the 20-40 category. 236-250 in the 40-60 category. I didn't put anything in the 60-80 category since nothing fell between the highest 40-60 and the only 80-100 category. Only one score went into the 80-100 category and it was around 280","1656685532745","1656685534248, 1656685549408","1656685540688, 1656685551151","1656685541728, 1656685555487, 1656685558624","1656685552984","1656685564664","1656685566047","1656685566999","1656685568743","1656685570919","1656685575879","1656685576783","1656685577718","1656685579191","1656685580295","1656685582646","1656685585847","1656685587782","1656685588863","1656685590663","5","4, 3","3, 1","4, 2, 3","1","3","2","3","1","1","1","2","3","1","3","1","3","3","1","2",,,,"2","1","2",,,,84
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,"I took the highest number out of all the numbers and used that as the highest percentile. Then I use that high number as a barometer for the rest of the numbers. If its just a little lower, I'd say it was the same percentile as that high number. If it was much lower, I'd drop it a few percentile categories.",,,,,,,,,,,,,,,,"1656685602251","1656685604800","1656685607713","1656685609397","1656685610616",,,,,,,,,,,,,,,,"5","5","4","4","5",,,,"2","1","2",,,,85
100,1,2,1,2,,,,2,3,5,4,1,2,1,1,4,4,4,5,4,4,3,5,4,3,4,1,,,,,,"I was trying to keep track in my mind a total picture of all scores, and then ranked them accordingly into the appropriate categories.","1656685548436, 1656685576734","1656685550661, 1656685573689","1656685554400","1656685557561","1656685567737","1656685603728, 1656685608931, 1656685642908","1656685606213, 1656685639274","1656685612554","1656685615063, 1656685616159, 1656685646597, 1656685682907","1656685617434, 1656685685201","1656685652394","1656685653655","1656685655206, 1656685668978","1656685657131, 1656685662531","1656685660814","1656685694570","1656685696543","1656685698051","1656685699458","1656685702221, 1656685704556","4, 2","4, 3","5","4","1","2, 3, 2","2, 1","1","5, 4, 5, 4","5, 4","4","5","5, 4","5, 4","3","5","4","3","4","2, 1",,1,,"2","1","2",,,,60
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,2,4,I looked at the numbers and tried to put them in a logical sequence.,,,,,,,,,,,,,,,,"1656685656912, 1656685664654, 1656685670355, 1656685699161","1656685687532","1656685695413","1656685707522","1656685717323",,,,,,,,,,,,,,,,"5, 3, 2, 3","5","3","2","4",,,,"2","1","2",,,,97
100,1,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","2","2","2","1",
100,1,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","1","2","2","2",
100,1,2,2,1,2,1,2,5,5,4,4,4,3,4,3,3,4,2,3,3,2,5,3,3,4,3,3,,,,,,I took the highest possible score and guessed where they all fell in place.,"1656685620145","1656685624583","1656685628398","1656685633183","1656685636267","1656685647339","1656685651440","1656685654788","1656685658300","1656685661433","1656685679258","1656685683437","1656685687544","1656685690855","1656685693599","1656685700409","1656685701500","1656685705643","1656685709339","1656685712319","5","5","4","4","4","3","4","3","3","4","2","3","3","2","5","3","3","4","3","3",,,,"2","2","1","2","1","2",83
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,5,2,I tried to space them along the scale based on all the scores I saw.,,,,,,,,,,,,,,,,"1656685707610","1656685697746","1656685688643","1656685680651","1656685700330",,,,,,,,,,,,,,,,"3","2","4","5","2",,,,"2","1","1, 2",,,,56
100,1,2,1,2,,,,4,5,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,,,,,,"I was trying to figure out a fair distribution between different tiers of scores. I was thinking that that 240-300 would be top, followed by 180-240, and so on. However, perhaps the high number of 200+ scores might indicate the test is easier than expected and change all of that.","1656685604906","1656685603677","1656685607194","1656685652684","1656685611723, 1656685644157, 1656685648675","1656685657691","1656685659211","1656685660685","1656685661709, 1656685662972","1656685664679","1656685671956","1656685672716","1656685673852","1656685675543","1656685676365","1656685679598","1656685680365","1656685681166","1656685681957","1656685682830","4","5","4","4","5, 4, 5","4","4","4","4, 5","4","4","4","4","5","4","4","4","4","5","4",,,,"2","1","2",,,,95
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,5,3,The scores were all moderately high but fell within a similar range so I figured everyone did moderately well and the range didn't span the whole 300. ,,,,,,,,,,,,,,,,"1656685662314","1656685651589","1656685643925","1656685648294","1656685666621",,,,,,,,,,,,,,,,"3","4","5","5","3",,,,"2","1","2",,,,72
